taxonomy	Domain	Phylum	Class	Order	Family	Genus
ZOTU_5319	Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;NS11-12 marine group	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	NS11-12 marine group	NS11-12 marine group-unclass
ZOTU_5320	Bacteria;Bacteroidetes;Rhodothermia;Balneolales;Balneolaceae;uncultured	Bacteria	Bacteroidetes	Rhodothermia	Balneolales	Balneolaceae	uncultured
ZOTU_5321	Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;cvE6	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	cvE6	cvE6-unclass
ZOTU_5322	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae-unclass
ZOTU_5323	Bacteria;Bacteroidetes;Rhodothermia;Rhodothermales;Rhodothermaceae;Salinibacter	Bacteria	Bacteroidetes	Rhodothermia	Rhodothermales	Rhodothermaceae	Salinibacter
ZOTU_5324	Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;cvE6	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	cvE6	cvE6-unclass
ZOTU_5325	Bacteria;Proteobacteria;Gammaproteobacteria;Thiomicrospirales;Thiomicrospiraceae;Thiomicrospira	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	Thiomicrospira
ZOTU_5326	Bacteria;Proteobacteria;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
ZOTU_5328	Bacteria;Patescibacteria;Parcubacteria;Candidatus Campbellbacteria	Bacteria	Patescibacteria	Parcubacteria	Candidatus Campbellbacteria	Candidatus Campbellbacteria-unclass	Candidatus Campbellbacteria-unclass
ZOTU_5330	Bacteria;Patescibacteria;Gracilibacteria;Absconditabacteriales (SR1)	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales (SR1)	Absconditabacteriales (SR1)-unclass	Absconditabacteriales (SR1)-unclass
ZOTU_5331	Bacteria;Proteobacteria;Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria-unclass	Alphaproteobacteria-unclass	Alphaproteobacteria-unclass
ZOTU_5333	Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;uncultured	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	uncultured
ZOTU_5334	Bacteria;Tenericutes;Mollicutes;Haloplasmatales;Haloplasmataceae;Haloplasma	Bacteria	Tenericutes	Mollicutes	Haloplasmatales	Haloplasmataceae	Haloplasma
ZOTU_5337	Bacteria;Planctomycetes;vadinHA49	Bacteria	Planctomycetes	vadinHA49	vadinHA49-unclass	vadinHA49-unclass	vadinHA49-unclass
ZOTU_5338	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Aureimonas	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aureimonas
ZOTU_5340	Bacteria;Patescibacteria;Parcubacteria	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria-unclass	Parcubacteria-unclass	Parcubacteria-unclass
ZOTU_5341	Bacteria;Cyanobacteria;Oxyphotobacteria;Phormidesmiales;Nodosilineaceae;Nodosilinea PCC-7104	Bacteria	Cyanobacteria	Oxyphotobacteria	Phormidesmiales	Nodosilineaceae	Nodosilinea PCC-7104
ZOTU_5342	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae-unclass
ZOTU_5343	Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacteriaceae-unclass
ZOTU_5344	Bacteria;Proteobacteria;Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria-unclass	Alphaproteobacteria-unclass	Alphaproteobacteria-unclass
ZOTU_5345	Bacteria;Gemmatimonadetes;BD2-11 terrestrial group	Bacteria	Gemmatimonadetes	BD2-11 terrestrial group	BD2-11 terrestrial group-unclass	BD2-11 terrestrial group-unclass	BD2-11 terrestrial group-unclass
ZOTU_5346	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rubellimicrobium	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium
ZOTU_5347	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae-unclass
ZOTU_5348	Bacteria;Patescibacteria;ABY1;Candidatus Uhrbacteria	Bacteria	Patescibacteria	ABY1	Candidatus Uhrbacteria	Candidatus Uhrbacteria-unclass	Candidatus Uhrbacteria-unclass
ZOTU_5349	Bacteria;Proteobacteria;Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria-unclass	Gammaproteobacteria-unclass	Gammaproteobacteria-unclass
ZOTU_5350	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Psychroflexus	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Psychroflexus
ZOTU_5352	Bacteria;Proteobacteria;Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria-unclass	Alphaproteobacteria-unclass	Alphaproteobacteria-unclass
ZOTU_5353	Bacteria;Proteobacteria;Gammaproteobacteria;Thiomicrospirales;Thiomicrospiraceae;Thiomicrospira	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	Thiomicrospira
ZOTU_5354	Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Blastopirellula	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Blastopirellula
ZOTU_5355	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Bacteriovoracaceae-unclass
ZOTU_5358	Bacteria;Patescibacteria;Gracilibacteria;Absconditabacteriales (SR1)	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales (SR1)	Absconditabacteriales (SR1)-unclass	Absconditabacteriales (SR1)-unclass
ZOTU_5359	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae-unclass
ZOTU_5360	Bacteria;Dependentiae;Babeliae;Babeliales	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliales-unclass	Babeliales-unclass
ZOTU_5361	Bacteria;Firmicutes;Clostridia;MBA03	Bacteria	Firmicutes	Clostridia	MBA03	MBA03-unclass	MBA03-unclass
ZOTU_5362	Bacteria;Patescibacteria;Parcubacteria	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria-unclass	Parcubacteria-unclass	Parcubacteria-unclass
ZOTU_5364	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Betaproteobacteriales-unclass	Betaproteobacteriales-unclass
ZOTU_5365	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Salinimicrobium	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Salinimicrobium
ZOTU_5366	Bacteria;Patescibacteria;Microgenomatia;Candidatus Pacebacteria	Bacteria	Patescibacteria	Microgenomatia	Candidatus Pacebacteria	Candidatus Pacebacteria-unclass	Candidatus Pacebacteria-unclass
ZOTU_5367	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Saccharospirillaceae	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae	Saccharospirillaceae-unclass
ZOTU_5368	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae-unclass
ZOTU_5369	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter
ZOTU_5370	Bacteria;Proteobacteria;Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria-unclass	Alphaproteobacteria-unclass	Alphaproteobacteria-unclass
ZOTU_5371	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Candidatus Ovatusbacter	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter
ZOTU_5372	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidetes BD2-2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidetes BD2-2	Bacteroidetes BD2-2-unclass
ZOTU_5373	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Unknown Family-unclass
ZOTU_5374	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rubribacterium	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubribacterium
ZOTU_5375	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae-unclass
ZOTU_5376	Bacteria;Proteobacteria;Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria-unclass	Alphaproteobacteria-unclass	Alphaproteobacteria-unclass
ZOTU_5377	Bacteria;Patescibacteria;ABY1;Candidatus Magasanikbacteria	Bacteria	Patescibacteria	ABY1	Candidatus Magasanikbacteria	Candidatus Magasanikbacteria-unclass	Candidatus Magasanikbacteria-unclass
ZOTU_5378	Bacteria;Proteobacteria;Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria-unclass	Alphaproteobacteria-unclass	Alphaproteobacteria-unclass
ZOTU_5379	Bacteria;Patescibacteria;Parcubacteria	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria-unclass	Parcubacteria-unclass	Parcubacteria-unclass
ZOTU_5380	Bacteria	Bacteria	Bacteria-unclass	Bacteria-unclass	Bacteria-unclass	Bacteria-unclass	Bacteria-unclass
ZOTU_5381	Bacteria;Patescibacteria;Microgenomatia;Candidatus Pacebacteria	Bacteria	Patescibacteria	Microgenomatia	Candidatus Pacebacteria	Candidatus Pacebacteria-unclass	Candidatus Pacebacteria-unclass
ZOTU_5382	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacteraceae-unclass
ZOTU_5383	Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales;Diplorickettsiaceae;uncultured	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured
ZOTU_5384	Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;uncultured	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	uncultured
ZOTU_5386	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium
ZOTU_5388	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ZOTU_5390	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ZOTU_5391	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Crocinitomix	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Crocinitomix
ZOTU_5392	Bacteria;Actinobacteria;Nitriliruptoria;Nitriliruptorales;Nitriliruptoraceae	Bacteria	Actinobacteria	Nitriliruptoria	Nitriliruptorales	Nitriliruptoraceae	Nitriliruptoraceae-unclass
ZOTU_5393	Bacteria;Verrucomicrobia;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae-unclass
ZOTU_5394	Bacteria;Cyanobacteria;Melainabacteria;Gastranaerophilales	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales	Gastranaerophilales-unclass	Gastranaerophilales-unclass
ZOTU_5395	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Cryomorphaceae;uncultured	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	uncultured
ZOTU_5398	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
ZOTU_5400	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Peredibacter	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter
ZOTU_5401	Bacteria;Gemmatimonadetes;PAUC43f marine benthic group	Bacteria	Gemmatimonadetes	PAUC43f marine benthic group	PAUC43f marine benthic group-unclass	PAUC43f marine benthic group-unclass	PAUC43f marine benthic group-unclass
ZOTU_5402	Bacteria;Dependentiae;Babeliae;Babeliales;Babeliaceae	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	Babeliaceae-unclass
ZOTU_5403	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;uncultured	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	uncultured
ZOTU_5404	Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	Cyclobacteriaceae-unclass
ZOTU_5405	Bacteria;Patescibacteria;Parcubacteria	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria-unclass	Parcubacteria-unclass	Parcubacteria-unclass
ZOTU_5406	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseibacterium	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseibacterium
ZOTU_5407	Bacteria;Patescibacteria;Parcubacteria	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria-unclass	Parcubacteria-unclass	Parcubacteria-unclass
ZOTU_5408	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsiaceae-unclass
ZOTU_5409	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Marinospirillum	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Marinospirillum
ZOTU_5411	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ZOTU_5413	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Halobacteriovorax	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Halobacteriovorax
ZOTU_5414	Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;uncultured	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	uncultured
ZOTU_5415	Bacteria;Thermotogae;Thermotogae;Petrotogales;Petrotogaceae;SC103	Bacteria	Thermotogae	Thermotogae	Petrotogales	Petrotogaceae	SC103
ZOTU_5416	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Midichloriaceae	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Midichloriaceae	Midichloriaceae-unclass
ZOTU_5417	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SM2D12	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	SM2D12-unclass
ZOTU_5418	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Ensifer	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ensifer
ZOTU_5419	Bacteria;Proteobacteria;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
ZOTU_5420	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Midichloriaceae	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Midichloriaceae	Midichloriaceae-unclass
ZOTU_5421	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae-unclass
ZOTU_5423	Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae;Cesiribacter	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	Cesiribacter
ZOTU_5424	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
ZOTU_5425	Bacteria;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Ectothiorhodospirales-unclass	Ectothiorhodospirales-unclass
ZOTU_5427	Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Jeotgalibacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Jeotgalibacillus
ZOTU_5428	Bacteria;Proteobacteria;Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria-unclass	Alphaproteobacteria-unclass	Alphaproteobacteria-unclass
ZOTU_5429	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerostipes	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes
ZOTU_5431	Bacteria;Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Acholeplasma	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Acholeplasma
ZOTU_5432	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Haliangiaceae;Haliangium	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium
ZOTU_5434	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae-unclass
ZOTU_5435	Bacteria;Patescibacteria;Parcubacteria	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria-unclass	Parcubacteria-unclass	Parcubacteria-unclass
ZOTU_5436	Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;uncultured	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	uncultured
ZOTU_5437	Bacteria;Bacteroidetes;Rhodothermia;Rhodothermales;Rhodothermaceae;uncultured	Bacteria	Bacteroidetes	Rhodothermia	Rhodothermales	Rhodothermaceae	uncultured
ZOTU_5438	Bacteria;Patescibacteria;Gracilibacteria	Bacteria	Patescibacteria	Gracilibacteria	Gracilibacteria-unclass	Gracilibacteria-unclass	Gracilibacteria-unclass
ZOTU_5440	Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B)	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)	SAR324 clade(Marine group B)-unclass	SAR324 clade(Marine group B)-unclass
ZOTU_5442	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ZOTU_5443	Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta 2	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta 2
ZOTU_5444	Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halobacteroidaceae;uncultured	Bacteria	Halanaerobiaeota	Halanaerobiia	Halanaerobiales	Halobacteroidaceae	uncultured
ZOTU_5446	Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;Oligoflexaceae	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	Oligoflexaceae-unclass
ZOTU_5447	Bacteria;Patescibacteria;Microgenomatia;Candidatus Woesebacteria	Bacteria	Patescibacteria	Microgenomatia	Candidatus Woesebacteria	Candidatus Woesebacteria-unclass	Candidatus Woesebacteria-unclass
ZOTU_5449	Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Pirellula	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pirellula
ZOTU_5450	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SM2D12	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	SM2D12-unclass
ZOTU_5451	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ZOTU_5452	Bacteria;Proteobacteria;Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria-unclass	Gammaproteobacteria-unclass	Gammaproteobacteria-unclass
ZOTU_5453	Bacteria;Planctomycetes;vadinHA49	Bacteria	Planctomycetes	vadinHA49	vadinHA49-unclass	vadinHA49-unclass	vadinHA49-unclass
ZOTU_5454	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SM2D12	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	SM2D12-unclass
ZOTU_5455	Bacteria;Patescibacteria;Microgenomatia;Candidatus Pacebacteria	Bacteria	Patescibacteria	Microgenomatia	Candidatus Pacebacteria	Candidatus Pacebacteria-unclass	Candidatus Pacebacteria-unclass
ZOTU_5456	Bacteria;Patescibacteria;Parcubacteria	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria-unclass	Parcubacteria-unclass	Parcubacteria-unclass
ZOTU_5457	Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae;uncultured	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	uncultured
ZOTU_5459	Bacteria;Proteobacteria;Gammaproteobacteria;EC3	Bacteria	Proteobacteria	Gammaproteobacteria	EC3	EC3-unclass	EC3-unclass
ZOTU_5460	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ZOTU_5462	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Ancylobacter	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Ancylobacter
ZOTU_5463	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Pseudohongiellaceae;Pseudohongiella	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella
ZOTU_5464	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas
ZOTU_5467	Bacteria;Cyanobacteria;Oxyphotobacteria;Nostocales;Nostocaceae;Nodularia PCC-9350	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	Nodularia PCC-9350
ZOTU_5468	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;OM27 clade	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27 clade
ZOTU_5471	Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta 2	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta 2
ZOTU_5472	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Roseibacillus	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Roseibacillus
ZOTU_5473	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Planktosalinus	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Planktosalinus
ZOTU_5474	Bacteria;Verrucomicrobia;Verrucomicrobiae;Opitutales;Puniceicoccaceae;Verruc-01	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Verruc-01
ZOTU_5475	Bacteria;Planctomycetes;vadinHA49	Bacteria	Planctomycetes	vadinHA49	vadinHA49-unclass	vadinHA49-unclass	vadinHA49-unclass
ZOTU_5476	Bacteria;Verrucomicrobia;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae-unclass
ZOTU_5478	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonadaceae-unclass
ZOTU_5479	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ZOTU_5480	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Unknown Family-unclass
